Pattern,#SUP:
state -1 has -1 some -1 reason -1 to -1 be -1 interested -1 in -1 this -1 ,1.0
oh -1 i -1 thought -1 you -1 ,1.0
state -1 has -1 some -1 reason -1 to -1 be -1 interested -1 in -1 this -1 mans -1 proposition -1 ,1.0
be -1 really -1 popular -1 when -1 she -1 started -1 ,1.0
state -1 has -1 some -1 reason -1 to -1 be -1 interested -1 in -1 this -1 mans -1 proposition -1 your -1 ,1.0
state -1 has -1 some -1 reason -1 to -1 be -1 interested -1 in -1 this -1 mans -1 proposition -1 your -1 eminence -1 i -1 ,1.0
state -1 has -1 some -1 reason -1 to -1 be -1 interested -1 in -1 this -1 mans -1 proposition -1 your -1 eminence -1 i -1 cant -1 ,1.0
be -1 really -1 popular -1 when -1 she -1 started -1 high -1 school -1 ,1.0
be -1 really -1 popular -1 when -1 she -1 started -1 high -1 ,1.0
bikini -1 kill -1 or -1 the -1 ,1.0
state -1 has -1 some -1 reason -1 to -1 be -1 interested -1 in -1 this -1 mans -1 proposition -1 your -1 eminence -1 i -1 cant -1 keep -1 my -1 eyes -1 off -1 ,1.0
be -1 really -1 popular -1 when -1 she -1 started -1 high -1 school -1 then -1 it -1 ,1.0
just -1 acts -1 crazed -1 in -1 public -1 to -1 keep -1 up -1 the -1 ,1.0
no -1 one -1 else -1 knows -1 ,2.0
really -1 think -1 you -1 warrant -1 that -1 strong -1 an -1 emotion -1 ,1.0
exactly -1 my -1 point -1 but -1 she -1 doesnt -1 want -1 to -1 ,1.0
were -1 attempting -1 to -1 go -1 to -1 a -1 small -1 study -1 group -1 of -1 friends -1 ,1.0
the -1 ponies -1 the -1 flat -1 beer -1 you -1 ,1.0
and -1 then -1 im -1 up -1 for -1 an -1 ad -1 for -1 queen -1 ,1.0
the -1 ponies -1 the -1 flat -1 beer -1 you -1 with -1 ,1.0
and -1 then -1 im -1 up -1 for -1 an -1 ad -1 for -1 queen -1 harry -1 next -1 ,1.0
so -1 if -1 you -1 disappoint -1 them -1 from -1 the -1 ,1.0
the -1 ponies -1 the -1 flat -1 beer -1 you -1 with -1 money -1 ,1.0
of -1 information -1 on -1 miss -1 katarina -1 ,1.0
has -1 the -1 teacher -1 i -1 ,1.0
you -1 to -1 help -1 my -1 ,1.0
of -1 information -1 on -1 miss -1 katarina -1 stratford -1 i -1 think -1 ,1.0
impression -1 that -1 i -1 didnt -1 change -1 ,1.0
dark -1 so -1 i -1 cant -1 experience -1 anything -1 for -1 myself -1 i -1 guess -1 i -1 thought -1 i -1 was -1 protecting -1 ,1.0
dark -1 so -1 i -1 cant -1 experience -1 anything -1 for -1 myself -1 i -1 guess -1 i -1 thought -1 i -1 was -1 protecting -1 you -1 ,1.0
to -1 sleep -1 i -1 just -1 ,1.0
never -1 told -1 you -1 im -1 ,1.0
too -1 drunk -1 to -1 remember -1 ,1.0
whatever -1 the -1 hell -1 it -1 is -1 ,1.0
the -1 circumference -1 of -1 the -1 earth -1 is -1 approximately -1 ,1.0
whatever -1 the -1 hell -1 it -1 is -1 youre -1 ,1.0
the -1 circumference -1 of -1 the -1 earth -1 is -1 approximately -1 22000 -1 leagues -1 ,1.0
you -1 to -1 help -1 my -1 cause -1 ,1.0
the -1 circumference -1 of -1 the -1 earth -1 is -1 approximately -1 22000 -1 leagues -1 or -1 more -1 ,1.0
whatever -1 the -1 hell -1 it -1 is -1 youre -1 standin -1 there -1 ,1.0
pleasure -1 to -1 teach -1 but -1 so -1 serious -1 brothers -1 should -1 be -1 raised -1 together -1 colon -1 ,1.0
whatever -1 the -1 hell -1 it -1 is -1 youre -1 standin -1 there -1 waitin -1 ,1.0
go -1 as -1 naked -1 as -1 the -1 day -1 god -1 ,1.0
whatever -1 the -1 hell -1 it -1 is -1 youre -1 standin -1 there -1 waitin -1 to -1 ,1.0
go -1 as -1 naked -1 as -1 the -1 day -1 god -1 created -1 them -1 ,1.0
you -1 want -1 to -1 go -1 back -1 ,1.0
gone -1 the -1 rest -1 is -1 ,1.0
and -1 if -1 you -1 wont -1 accept -1 ,1.0
go -1 as -1 naked -1 as -1 the -1 day -1 god -1 created -1 them -1 do -1 they -1 have -1 such -1 thoughts -1 ,1.0
a -1 few -1 clients -1 when -1 ,1.0
a -1 few -1 clients -1 when -1 i -1 ,1.0
and -1 if -1 you -1 wont -1 accept -1 our -1 proposal -1 ,1.0
and -1 if -1 you -1 wont -1 accept -1 our -1 ,1.0
when -1 she -1 was -1 too -1 drunk -1 ,1.0
a -1 few -1 clients -1 when -1 i -1 get -1 to -1 wall -1 ,1.0
now -1 you -1 expect -1 me -1 to -1 take -1 all -1 the -1 risks -1 while -1 you -1 take -1 the -1 profit -1 ,1.0
and -1 if -1 you -1 wont -1 accept -1 our -1 proposal -1 well -1 simply -1 ,1.0
just -1 because -1 everyone -1 else -1 was -1 doing -1 ,1.0
friend -1 i -1 hear -1 youre -1 ,1.0
your -1 majesty -1 some -1 men -1 are -1 content -1 ,1.0
and -1 if -1 you -1 wont -1 accept -1 our -1 proposal -1 well -1 simply -1 find -1 ,1.0
gone -1 the -1 rest -1 is -1 nearly -1 ,1.0
your -1 majesty -1 some -1 men -1 are -1 content -1 to -1 read -1 about -1 ,1.0
catch -1 up -1 with -1 all -1 the -1 moments -1 ,1.0
go -1 to -1 sleep -1 i -1 ,1.0
when -1 she -1 was -1 too -1 drunk -1 to -1 remember -1 it -1 ,1.0
go -1 to -1 sleep -1 i -1 just -1 need -1 ,1.0
go -1 to -1 sleep -1 i -1 just -1 need -1 to -1 ,1.0
catch -1 up -1 with -1 all -1 the -1 moments -1 i -1 ,1.0
go -1 to -1 sleep -1 i -1 just -1 need -1 to -1 lie -1 down -1 ,1.0
the -1 earth -1 is -1 approximately -1 ,1.0
go -1 to -1 sleep -1 i -1 just -1 need -1 to -1 lie -1 down -1 for -1 awhile -1 ,1.0
go -1 to -1 sleep -1 i -1 just -1 need -1 to -1 lie -1 down -1 for -1 awhile -1 youre -1 ,1.0
friend -1 i -1 hear -1 youre -1 helpin -1 ,1.0
go -1 to -1 sleep -1 i -1 just -1 need -1 to -1 lie -1 down -1 for -1 awhile -1 youre -1 not -1 okay -1 ,1.0
one -1 minute -1 think -1 that -1 you -1 had -1 any -1 effect -1 whatsoever -1 ,1.0
shots -1 and -1 while -1 hes -1 busy -1 setting -1 up -1 the -1 plan -1 you -1 have -1 ,1.0
never -1 told -1 you -1 we -1 ,1.0
to -1 want -1 to -1 go -1 out -1 with -1 ,1.0
one -1 minute -1 think -1 that -1 you -1 had -1 any -1 effect -1 whatsoever -1 on -1 ,1.0
payment -1 now -1 then -1 a -1 bonus -1 ,1.0
payment -1 now -1 then -1 a -1 bonus -1 for -1 ,1.0
he -1 practically -1 proposed -1 when -1 he -1 found -1 out -1 ,1.0
one -1 minute -1 think -1 that -1 you -1 had -1 any -1 effect -1 whatsoever -1 on -1 my -1 panties -1 ,1.0
payment -1 now -1 then -1 a -1 bonus -1 for -1 sleeping -1 with -1 ,1.0
he -1 practically -1 proposed -1 when -1 he -1 found -1 out -1 we -1 ,1.0
you -1 lie -1 down -1 and -1 youll -1 ,1.0
to -1 speak -1 my -1 language -1 ,1.0
the -1 difference -1 i -1 know -1 just -1 let -1 me -1 sleep -1 ,1.0
and -1 then -1 you -1 go -1 ,1.0
devils -1 child -1 with -1 a -1 ,1.0
you -1 senor -1 colon -1 that -1 you -1 are -1 in -1 no -1 ,1.0
you -1 senor -1 colon -1 that -1 you -1 are -1 in -1 no -1 position -1 ,1.0
and -1 then -1 you -1 go -1 totally -1 apeshit -1 ,1.0
i -1 knew -1 youd -1 forbid -1 ,1.0
all -1 set -1 up -1 theories -1 ,1.0
you -1 senor -1 colon -1 that -1 you -1 are -1 in -1 no -1 position -1 to -1 bargain -1 with -1 me -1 ,1.0
he -1 practically -1 proposed -1 when -1 he -1 found -1 out -1 we -1 had -1 the -1 same -1 ,1.0
he -1 practically -1 proposed -1 when -1 he -1 found -1 out -1 we -1 had -1 the -1 ,1.0
all -1 set -1 up -1 theories -1 based -1 on -1 ,1.0
noodles -1 and -1 a -1 book -1 ,1.0
colon -1 an -1 experienced -1 captain -1 ,1.0
noodles -1 and -1 a -1 book -1 and -1 sit -1 around -1 listening -1 ,1.0
noodles -1 and -1 a -1 book -1 and -1 sit -1 around -1 listening -1 to -1 chicks -1 ,1.0
all -1 set -1 up -1 theories -1 based -1 on -1 what -1 ,1.0
the -1 loss -1 of -1 men -1 who -1 would -1 have -1 relied -1 upon -1 ,1.0
noodles -1 and -1 a -1 book -1 and -1 sit -1 around -1 listening -1 to -1 chicks -1 who -1 cant -1 play -1 ,1.0
he -1 practically -1 proposed -1 when -1 he -1 found -1 out -1 we -1 had -1 the -1 same -1 dermatologist -1 ,1.0
noodles -1 and -1 a -1 book -1 and -1 sit -1 around -1 listening -1 to -1 chicks -1 who -1 cant -1 ,1.0
the -1 loss -1 of -1 men -1 who -1 would -1 have -1 relied -1 upon -1 our -1 judgment -1 ,1.0
gone -1 the -1 rest -1 is -1 nearly -1 putrid -1 ,1.0
i -1 dont -1 understand -1 the -1 ,1.0
unlikely -1 but -1 even -1 so -1 she -1 still -1 ,1.0
proximity -1 to -1 asia -1 do -1 you -1 ,1.0
unlikely -1 but -1 even -1 so -1 she -1 still -1 cant -1 go -1 ,1.0
then -1 you -1 go -1 totally -1 apeshit -1 when -1 ,1.0
unlikely -1 but -1 even -1 so -1 she -1 still -1 cant -1 go -1 out -1 with -1 you -1 ,1.0
then -1 you -1 go -1 totally -1 apeshit -1 when -1 you -1 ,1.0
i -1 guess -1 were -1 not -1 since -1 ,1.0
i -1 guess -1 were -1 not -1 since -1 we -1 ,1.0
then -1 you -1 go -1 totally -1 apeshit -1 when -1 you -1 get -1 ,1.0
i -1 guess -1 were -1 not -1 since -1 we -1 dont -1 have -1 ,1.0
i -1 guess -1 were -1 not -1 since -1 we -1 dont -1 have -1 dates -1 ,1.0
have -1 to -1 start -1 taking -1 out -1 ,1.0
imagine -1 the -1 things -1 hed -1 say -1 ,1.0
according -1 to -1 their -1 calculations -1 ,1.0
imagine -1 the -1 things -1 hed -1 say -1 during -1 ,1.0
have -1 to -1 start -1 taking -1 out -1 girls -1 who -1 ,1.0
go -1 to -1 his -1 maledominated -1 puking -1 frat -1 ,1.0
enough -1 with -1 the -1 barbie -1 ,1.0
have -1 to -1 start -1 taking -1 out -1 girls -1 who -1 like -1 me -1 ,1.0
have -1 to -1 start -1 taking -1 out -1 girls -1 who -1 like -1 ,1.0
go -1 to -1 his -1 maledominated -1 puking -1 frat -1 boy -1 number -1 one -1 golf -1 ,1.0
hes -1 calling -1 the -1 shots -1 and -1 while -1 hes -1 ,1.0
go -1 to -1 his -1 maledominated -1 puking -1 frat -1 boy -1 number -1 one -1 golf -1 team -1 school -1 ,1.0
on -1 all -1 the -1 holy -1 ,1.0
go -1 to -1 his -1 maledominated -1 puking -1 frat -1 boy -1 number -1 one -1 golf -1 team -1 ,1.0
start -1 with -1 your -1 haircut -1 but -1 it -1 ,1.0
your -1 certitudes -1 are -1 sometimes -1 frightening -1 christopher -1 you -1 ,1.0
enough -1 with -1 the -1 barbie -1 n -1 ken -1 shit -1 ,1.0
his -1 own -1 liver -1 on -1 ,1.0
all -1 the -1 risks -1 while -1 ,1.0
not -1 asking -1 you -1 to -1 swear -1 to -1 anything -1 ,1.0
all -1 i -1 have -1 to -1 do -1 is -1 ,1.0
his -1 own -1 liver -1 on -1 the -1 black -1 market -1 so -1 ,1.0
his -1 own -1 liver -1 on -1 the -1 black -1 market -1 so -1 he -1 ,1.0
his -1 own -1 liver -1 on -1 the -1 black -1 market -1 so -1 he -1 could -1 ,1.0
his -1 own -1 liver -1 on -1 the -1 black -1 market -1 so -1 he -1 could -1 buy -1 ,1.0
his -1 own -1 liver -1 on -1 the -1 black -1 market -1 so -1 he -1 could -1 buy -1 new -1 ,1.0
that -1 i -1 am -1 right -1 father -1 ,1.0
been -1 going -1 over -1 the -1 whole -1 thing -1 in -1 my -1 ,1.0
not -1 that -1 i -1 could -1 tell -1 the -1 difference -1 i -1 know -1 ,1.0
been -1 going -1 over -1 the -1 whole -1 thing -1 in -1 my -1 head -1 ,1.0
already -1 sent -1 em -1 a -1 ,1.0
joining -1 forces -1 against -1 us -1 ,1.0
manson -1 and -1 ive -1 never -1 ,1.0
been -1 going -1 over -1 the -1 whole -1 thing -1 in -1 my -1 head -1 and -1 you -1 told -1 me -1 that -1 ,1.0
been -1 going -1 over -1 the -1 whole -1 thing -1 in -1 my -1 head -1 and -1 you -1 told -1 me -1 that -1 part -1 ,1.0
been -1 going -1 over -1 the -1 whole -1 thing -1 in -1 my -1 head -1 and -1 you -1 told -1 me -1 that -1 part -1 already -1 ,1.0
manson -1 and -1 ive -1 never -1 slept -1 with -1 ,1.0
excuse -1 me -1 have -1 you -1 seen -1 ,1.0
excuse -1 me -1 have -1 you -1 seen -1 the -1 feminine -1 ,1.0
excuse -1 me -1 have -1 you -1 seen -1 the -1 feminine -1 mystique -1 ,1.0
manson -1 and -1 ive -1 never -1 slept -1 with -1 a -1 spice -1 ,1.0
really -1 deplore -1 the -1 loss -1 of -1 such -1 a -1 potential -1 opportunity -1 for -1 spain -1 ,1.0
can -1 do -1 anything -1 you -1 ,1.0
bitches -1 who -1 need -1 prozac -1 to -1 know -1 ,1.0
manson -1 and -1 ive -1 never -1 slept -1 with -1 a -1 spice -1 girl -1 ,1.0
my -1 car -1 doesnt -1 count -1 as -1 ,1.0
seven -1 your -1 majesty -1 and -1 you -1 ,1.0
my -1 car -1 doesnt -1 count -1 as -1 a -1 ,1.0
the -1 dark -1 so -1 i -1 cant -1 experience -1 anything -1 for -1 ,1.0
the -1 dark -1 so -1 i -1 cant -1 experience -1 anything -1 for -1 myself -1 ,1.0
a -1 pain -1 in -1 the -1 ,1.0
as -1 the -1 day -1 god -1 created -1 ,1.0
you -1 were -1 right -1 don -1 ,1.0
i -1 do -1 on -1 all -1 of -1 them -1 ,1.0
a -1 pain -1 in -1 the -1 ass -1 ,1.0
spent -1 a -1 year -1 sitting -1 next -1 to -1 my -1 grandma -1 on -1 ,1.0
like -1 wearing -1 a -1 uniform -1 ,1.0
spent -1 a -1 year -1 sitting -1 next -1 to -1 my -1 grandma -1 on -1 the -1 couch -1 ,1.0
filius -1 et -1 spiritus -1 sancti -1 ,1.0
spent -1 a -1 year -1 sitting -1 next -1 to -1 my -1 grandma -1 on -1 the -1 couch -1 watching -1 wheel -1 ,1.0
he -1 not -1 already -1 try -1 to -1 ,1.0
spent -1 a -1 year -1 sitting -1 next -1 to -1 my -1 grandma -1 on -1 the -1 couch -1 watching -1 wheel -1 of -1 ,1.0
a -1 potential -1 opportunity -1 for -1 spain -1 for -1 a -1 dispute -1 ,1.0
get -1 a -1 date -1 easy -1 enough -1 ,1.0
he -1 not -1 already -1 try -1 to -1 convince -1 ,1.0
a -1 potential -1 opportunity -1 for -1 spain -1 for -1 a -1 dispute -1 over -1 a -1 ,1.0
get -1 a -1 date -1 easy -1 enough -1 the -1 ,1.0
a -1 potential -1 opportunity -1 for -1 spain -1 for -1 a -1 dispute -1 over -1 a -1 point -1 of -1 geography -1 ,1.0
the -1 question -1 patrick -1 you -1 ,1.0
but -1 santangel -1 tells -1 me -1 you -1 are -1 a -1 man -1 of -1 honor -1 and -1 sincerity -1 and -1 sanchez -1 that -1 you -1 are -1 not -1 a -1 ,1.0
get -1 a -1 date -1 easy -1 enough -1 the -1 thing -1 ,1.0
he -1 not -1 already -1 try -1 to -1 convince -1 the -1 king -1 of -1 portugal -1 ,1.0
he -1 not -1 already -1 try -1 to -1 convince -1 the -1 king -1 of -1 portugal -1 of -1 ,1.0
but -1 santangel -1 tells -1 me -1 you -1 are -1 a -1 man -1 of -1 honor -1 and -1 sincerity -1 and -1 sanchez -1 that -1 you -1 are -1 not -1 a -1 fool -1 ,1.0
i -1 didnt -1 want -1 to -1 ,1.0
thought -1 wed -1 start -1 with -1 pronunciation -1 if -1 thats -1 ,1.0
he -1 not -1 already -1 try -1 to -1 convince -1 the -1 king -1 of -1 portugal -1 of -1 his -1 ,1.0
he -1 not -1 already -1 try -1 to -1 convince -1 the -1 king -1 of -1 portugal -1 of -1 his -1 absurd -1 notions -1 ,1.0
some -1 noodles -1 and -1 a -1 book -1 and -1 sit -1 ,1.0
some -1 noodles -1 and -1 a -1 book -1 and -1 ,1.0
bring -1 the -1 word -1 of -1 ,1.0
crap -1 out -1 of -1 you -1 if -1 you -1 dont -1 ,1.0
some -1 noodles -1 and -1 a -1 book -1 and -1 sit -1 around -1 ,1.0
crap -1 out -1 of -1 you -1 if -1 you -1 dont -1 get -1 ,1.0
would -1 never -1 have -1 gone -1 to -1 ,1.0
bring -1 the -1 word -1 of -1 god -1 ,1.0
i -1 would -1 like -1 to -1 catch -1 up -1 with -1 all -1 the -1 ,1.0
would -1 never -1 have -1 gone -1 to -1 a -1 state -1 school -1 ,1.0
were -1 paid -1 to -1 take -1 ,1.0
that -1 you -1 are -1 not -1 a -1 fool -1 ,1.0
you -1 as -1 somewhat -1 i -1 ,1.0
man -1 of -1 honor -1 and -1 sincerity -1 and -1 sanchez -1 that -1 ,1.0
were -1 paid -1 to -1 take -1 me -1 out -1 ,1.0
the -1 flat -1 beer -1 you -1 ,1.0
is -1 ever -1 remembered -1 it -1 ,1.0
the -1 flat -1 beer -1 you -1 with -1 money -1 ,1.0
you -1 you -1 looked -1 beautiful -1 last -1 ,1.0
the -1 flat -1 beer -1 you -1 with -1 money -1 in -1 ,1.0
he -1 not -1 choose -1 a -1 carpenters -1 son -1 to -1 ,1.0
you -1 back -1 at -1 the -1 party -1 but -1 you -1 always -1 seemed -1 to -1 be -1 ,1.0
by -1 an -1 oath -1 father -1 ,1.0
you -1 back -1 at -1 the -1 party -1 but -1 you -1 always -1 seemed -1 to -1 be -1 occupied -1 ,1.0
youre -1 gonna -1 look -1 like -1 an -1 extra -1 on -1 90210 -1 ,1.0
he -1 not -1 choose -1 a -1 carpenters -1 son -1 to -1 reveal -1 ,1.0
to -1 you -1 about -1 the -1 ,1.0
to -1 risk -1 my -1 life -1 to -1 prove -1 it -1 ,1.0
a -1 week -1 at -1 sea -1 ,1.0
to -1 risk -1 my -1 life -1 to -1 prove -1 it -1 possible -1 ,1.0
take -1 a -1 girl -1 out -1 you -1 just -1 said -1 sure -1 sparky -1 ,1.0
dont -1 care -1 if -1 i -1 die -1 ,1.0
for -1 myself -1 i -1 guess -1 i -1 thought -1 ,1.0
my -1 life -1 because -1 you -1 wont -1 ,1.0
for -1 myself -1 i -1 guess -1 i -1 thought -1 i -1 ,1.0
esdras -1 how -1 can -1 you -1 be -1 so -1 certain -1 ,1.0
you -1 werent -1 abused -1 you -1 arent -1 stupid -1 and -1 as -1 ,1.0
i -1 am -1 not -1 afraid -1 ,1.0
my -1 life -1 because -1 you -1 wont -1 be -1 normal -1 ,1.0
you -1 werent -1 abused -1 you -1 arent -1 stupid -1 and -1 as -1 far -1 as -1 ,1.0
my -1 life -1 because -1 you -1 wont -1 be -1 normal -1 i -1 ,1.0
for -1 myself -1 i -1 guess -1 i -1 thought -1 i -1 was -1 ,1.0
of -1 china -1 is -1 one -1 ,1.0
you -1 werent -1 abused -1 you -1 arent -1 stupid -1 and -1 as -1 far -1 as -1 i -1 can -1 tell -1 youre -1 ,1.0
she -1 would -1 take -1 granada -1 from -1 ,1.0
you -1 werent -1 abused -1 you -1 arent -1 stupid -1 and -1 as -1 far -1 as -1 i -1 can -1 tell -1 youre -1 only -1 slightly -1 ,1.0
of -1 china -1 is -1 one -1 of -1 the -1 ,1.0
you -1 werent -1 abused -1 you -1 arent -1 stupid -1 and -1 as -1 far -1 as -1 i -1 can -1 tell -1 youre -1 only -1 slightly -1 psychotic -1 so -1 why -1 ,1.0
of -1 china -1 is -1 one -1 of -1 the -1 richest -1 ,1.0
different -1 mothers -1 your -1 majesty -1 ,1.0
you -1 werent -1 abused -1 you -1 arent -1 stupid -1 and -1 as -1 far -1 as -1 i -1 can -1 tell -1 youre -1 only -1 slightly -1 psychotic -1 so -1 why -1 is -1 it -1 that -1 ,1.0
of -1 china -1 is -1 one -1 of -1 the -1 richest -1 of -1 ,1.0
fifty -1 i -1 expect -1 results -1 ,1.0
you -1 werent -1 abused -1 you -1 arent -1 stupid -1 and -1 as -1 far -1 as -1 i -1 can -1 tell -1 youre -1 only -1 slightly -1 psychotic -1 so -1 why -1 is -1 it -1 that -1 youre -1 such -1 a -1 ,1.0
of -1 china -1 is -1 one -1 of -1 the -1 richest -1 of -1 the -1 world -1 ,1.0
whyd -1 you -1 let -1 him -1 ,1.0
we -1 ever -1 going -1 on -1 our -1 ,1.0
we -1 ever -1 going -1 on -1 our -1 date -1 ,1.0
think -1 i -1 dont -1 know -1 ,1.0
to -1 buy -1 her -1 some -1 noodles -1 and -1 a -1 book -1 and -1 sit -1 around -1 listening -1 to -1 chicks -1 who -1 cant -1 play -1 their -1 ,1.0
to -1 buy -1 her -1 some -1 noodles -1 and -1 a -1 book -1 and -1 sit -1 around -1 listening -1 to -1 chicks -1 who -1 cant -1 play -1 their -1 instruments -1 ,1.0
she -1 would -1 take -1 granada -1 from -1 the -1 moors -1 ,1.0
a -1 gay -1 cruise -1 line -1 but -1 ill -1 be -1 like -1 ,1.0
these -1 guys -1 are -1 no -1 bikini -1 kill -1 or -1 the -1 raincoats -1 but -1 ,1.0
make -1 him -1 busier -1 they -1 took -1 ,1.0
these -1 guys -1 are -1 no -1 bikini -1 kill -1 or -1 the -1 raincoats -1 but -1 theyre -1 ,1.0
insane -1 head -1 case -1 and -1 no -1 ,1.0
these -1 guys -1 are -1 no -1 bikini -1 kill -1 or -1 the -1 raincoats -1 but -1 theyre -1 right -1 up -1 there -1 ,1.0
you -1 are -1 bound -1 by -1 ,1.0
thats -1 never -1 been -1 proven -1 ,1.0
busy -1 when -1 you -1 were -1 gone -1 ,1.0
thats -1 never -1 been -1 proven -1 william -1 didnt -1 even -1 ,1.0
shes -1 not -1 allowed -1 to -1 ,1.0
busy -1 when -1 you -1 were -1 gone -1 last -1 year -1 ,1.0
busy -1 when -1 you -1 were -1 gone -1 last -1 year -1 where -1 ,1.0
make -1 him -1 busier -1 they -1 took -1 everything -1 they -1 ,1.0
me -1 do -1 it -1 man -1 ,1.0
thats -1 never -1 been -1 proven -1 william -1 didnt -1 even -1 go -1 to -1 high -1 school -1 william -1 ,1.0
me -1 everything -1 you -1 remember -1 father -1 ,1.0
me -1 everything -1 you -1 remember -1 ,1.0
andrew -1 barrett -1 are -1 having -1 an -1 ,1.0
thats -1 never -1 been -1 proven -1 william -1 didnt -1 even -1 go -1 to -1 high -1 school -1 william -1 would -1 never -1 have -1 gone -1 to -1 ,1.0
any -1 of -1 the -1 other -1 colonies -1 ,1.0
thats -1 never -1 been -1 proven -1 william -1 didnt -1 even -1 go -1 to -1 high -1 school -1 william -1 would -1 never -1 have -1 gone -1 to -1 a -1 ,1.0
with -1 the -1 teeth -1 of -1 your -1 zipper -1 ,1.0
information -1 on -1 miss -1 katarina -1 ,1.0
information -1 on -1 miss -1 katarina -1 stratford -1 ,1.0
could -1 be -1 gone -1 for -1 ,1.0
have -1 gone -1 to -1 a -1 state -1 school -1 ,1.0
sarah -1 lawrence -1 i -1 wont -1 even -1 be -1 able -1 ,1.0
you -1 since -1 my -1 council -1 ,1.0
sarah -1 lawrence -1 i -1 wont -1 even -1 be -1 able -1 to -1 ,1.0
youre -1 venturing -1 far -1 past -1 ,1.0
you -1 since -1 my -1 council -1 said -1 ,1.0
you -1 since -1 my -1 council -1 said -1 no -1 ,1.0
is -1 pretty -1 good -1 you -1 werent -1 abused -1 you -1 arent -1 stupid -1 and -1 as -1 far -1 as -1 ,1.0
kingdom -1 of -1 china -1 is -1 ,1.0
know -1 what -1 i -1 mean -1 is -1 ,1.0
kingdom -1 of -1 china -1 is -1 one -1 ,1.0
is -1 pretty -1 good -1 you -1 werent -1 abused -1 you -1 arent -1 stupid -1 and -1 as -1 far -1 as -1 i -1 can -1 tell -1 youre -1 ,1.0
is -1 pretty -1 good -1 you -1 werent -1 abused -1 you -1 arent -1 stupid -1 and -1 as -1 far -1 as -1 i -1 can -1 tell -1 youre -1 only -1 slightly -1 ,1.0
you -1 going -1 to -1 bogey -1 lowensteins -1 ,1.0
is -1 pretty -1 good -1 you -1 werent -1 abused -1 you -1 arent -1 stupid -1 and -1 as -1 far -1 as -1 i -1 can -1 tell -1 youre -1 only -1 slightly -1 psychotic -1 so -1 ,1.0
is -1 pretty -1 good -1 you -1 werent -1 abused -1 you -1 arent -1 stupid -1 and -1 as -1 far -1 as -1 i -1 can -1 tell -1 youre -1 only -1 slightly -1 psychotic -1 so -1 why -1 ,1.0
is -1 pretty -1 good -1 you -1 werent -1 abused -1 you -1 arent -1 stupid -1 and -1 as -1 far -1 as -1 i -1 can -1 tell -1 youre -1 only -1 slightly -1 psychotic -1 so -1 why -1 is -1 ,1.0
kingdom -1 of -1 china -1 is -1 one -1 of -1 the -1 richest -1 ,1.0
is -1 pretty -1 good -1 you -1 werent -1 abused -1 you -1 arent -1 stupid -1 and -1 as -1 far -1 as -1 i -1 can -1 tell -1 youre -1 only -1 slightly -1 psychotic -1 so -1 why -1 is -1 it -1 that -1 ,1.0
kingdom -1 of -1 china -1 is -1 one -1 of -1 the -1 richest -1 of -1 ,1.0
is -1 pretty -1 good -1 you -1 werent -1 abused -1 you -1 arent -1 stupid -1 and -1 as -1 far -1 as -1 i -1 can -1 tell -1 youre -1 only -1 slightly -1 psychotic -1 so -1 why -1 is -1 it -1 that -1 youre -1 such -1 ,1.0
dickhead -1 and -1 he -1 cruised -1 on -1 me -1 ,1.0
really -1 deplore -1 the -1 loss -1 of -1 such -1 a -1 potential -1 opportunity -1 for -1 spain -1 for -1 a -1 dispute -1 ,1.0
kingdom -1 of -1 china -1 is -1 one -1 of -1 the -1 richest -1 of -1 the -1 world -1 ,1.0
know -1 what -1 i -1 mean -1 is -1 that -1 a -1 request -1 or -1 ,1.0
really -1 deplore -1 the -1 loss -1 of -1 such -1 a -1 potential -1 opportunity -1 for -1 spain -1 for -1 a -1 dispute -1 over -1 a -1 point -1 ,1.0
really -1 deplore -1 the -1 loss -1 of -1 such -1 a -1 potential -1 opportunity -1 for -1 spain -1 for -1 a -1 dispute -1 over -1 a -1 point -1 of -1 ,1.0
really -1 deplore -1 the -1 loss -1 of -1 such -1 a -1 potential -1 opportunity -1 for -1 spain -1 for -1 a -1 dispute -1 over -1 a -1 point -1 of -1 geography -1 ,1.0
when -1 i -1 say -1 that -1 ,1.0
not -1 a -1 clouted -1 fen -1 sucked -1 hedgepig -1 ,1.0
to -1 teach -1 but -1 so -1 serious -1 brothers -1 should -1 be -1 raised -1 together -1 ,1.0
to -1 teach -1 but -1 so -1 serious -1 brothers -1 should -1 be -1 raised -1 together -1 colon -1 ,1.0
been -1 proven -1 william -1 didnt -1 even -1 ,1.0
been -1 proven -1 william -1 didnt -1 even -1 go -1 ,1.0
been -1 proven -1 william -1 didnt -1 even -1 go -1 to -1 ,1.0
been -1 proven -1 william -1 didnt -1 even -1 go -1 to -1 high -1 ,1.0
been -1 proven -1 william -1 didnt -1 even -1 go -1 to -1 high -1 school -1 ,1.0
patrick -1 pat -1 youre -1 not -1 ,1.0
never -1 listened -1 to -1 you -1 ,1.0
you -1 go -1 totally -1 apeshit -1 ,1.0
when -1 i -1 say -1 that -1 camerons -1 ,1.0
you -1 go -1 totally -1 apeshit -1 when -1 you -1 ,1.0
you -1 go -1 totally -1 apeshit -1 when -1 you -1 get -1 ,1.0
you -1 go -1 totally -1 apeshit -1 when -1 you -1 get -1 here -1 ,1.0
have -1 to -1 be -1 home -1 ,2.0
